"Dato (Date)","Dokumenttitel (Title of the document)"
2012-11-08,"Bekendtgørelse om vedtægter for private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser)"
2012-12-17,"Bekendtgørelse om ændring af bekendtgørelse om tilskud m.v. til private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (PG-tilskudsbekendtgørelsen)"
2013-01-30,"Bekendtgørelse om elevråd ved institutioner for almengymnasial uddannelse, almen voksenuddannelse eller erhvervsrettet uddannelse samt private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen"
2013-02-25,"Bekendtgørelse af lov om friskoler og private grundskoler m.v.  (Friskoleloven)"
2013-03-07,"Bekendtgørelse om ændring af bekendtgørelse om optagelse på de gymnasiale uddannelser (Ansøgningsfrist for ansøgere med en almen forberedelseseksamen, offentliggørelse af oplysninger om optagelseskapacitet m.v.)"
2013-04-26,"Bekendtgørelse om gennemførelse af test i folkeskolen m.v. i skoleåret 2012/13"
2013-04-26,"Bekendtgørelse om visse forhold om folkeskolens afsluttende prøver samt om uddannelsesplaner som følge af overenskomstmæssig lockout"
2013-04-26,"Bekendtgørelse om ændring af bekendtgørelse om folkeskolens prøveterminer og prøvedatoer i skoleårene 2011/2012, 2012/2013 og 2013/2014 samt om begyndelsestidspunktet for elevernes sommerferie"
2013-04-26,"Bekendtgørelse om ændring af bekendtgørelse om folkeskolens prøveterminer og prøvedatoer i skoleårene 2011/2012, 2012/2013 og 2013/2014 samt om begyndelsestidspunktet for elevernes sommerferie"
2013-05-07,"Lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v. og lov om folkeskolen"
2013-05-27,"Bekendtgørelse af lov om folkeskolen  (Folkeskoleloven)"
2013-05-28,"Bekendtgørelse om ændring af bekendtgørelse om tilskud m.v. til folkehøjskoler, efterskoler, husholdningsskoler og håndarbejdsskoler (frie kostskoler)"
2013-05-28,"Bekendtgørelse om ændring af bekendtgørelse om tilskud m.v. til friskoler og private grundskoler m.v."
2013-06-12,"Lov om ændring af gymnasieloven, hf-loven og lov om uddannelserne til højere handelseksamen (hhx) og højere teknisk eksamen (htx) (Harmonisering af klageadgang)"
2013-06-12,"Lov om ændring af gymnasieloven, hf-loven og lov om uddannelserne til højere handelseksamen (hhx) og højere teknisk eksamen (htx) (Øget mulighed for at hæve faget matematik til B-niveau i stx-uddannelsen m.v.)"
2013-06-19,"Bekendtgørelse om ændring af bekendtgørelse om tilskud m.v. til folkehøjskoler, efterskoler, husholdningsskoler og håndarbejdsskoler (frie kostskoler) "
2013-06-26,"Bekendtgørelse om uddannelsen til studentereksamen  (Stx-bekendtgørelsen)"
2013-06-26,"Bekendtgørelse om uddannelsen til toårigt hf  (Hf-bekendtgørelsen)"
2013-06-26,"Bekendtgørelse om ændring af bekendtgørelse om merit i de gymnasiale uddannelser (meritbekendtgørelsen) (Sammenstykning af eksamensbeviser)"
2013-06-28,"Bekendtgørelse om ændring af bekendtgørelse om tilskud m.v. til institutioner for almengymnasiale uddannelser og almen voksenuddannelse (AGV-tilskudsbekendtgørelsen)"
2013-06-28,"Bekendtgørelse om ændring af bekendtgørelse om tilskud m.v. til private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (PG-tilskudsbekendtgørelsen)"
2013-08-12,"Bekendtgørelse om ændring af bekendtgørelse om tilskud m.v. til friskoler og private grundskoler m.v."
2013-09-04,"Bekendtgørelse af lov om uddannelsen til højere forberedelseseksamen (hf-loven)"
2013-09-04,"Bekendtgørelse af lov om uddannelsen til studentereksamen (stx) (gymnasieloven)"
2013-09-27,"Bekendtgørelse om folkeskolens prøveterminer og prøvedatoer i skoleårene 2013/2014, 2014/2015 og 2015/2016 samt om begyndelsestidspunktet for elevernes sommerferie"
2013-11-11,"Bekendtgørelse af lov om pædagogikum i de gymnasiale uddannelser"
2013-12-05,"Bekendtgørelse om ændring af bekendtgørelse om hf-uddannelsen tilrettelagt som enkeltfagsundervisning for voksne"
2013-12-05,"Bekendtgørelse om ændring af bekendtgørelse om uddannelsen til toårigt hf"
2013-12-11,"Bekendtgørelse om ændring af bekendtgørelse om uddannelsen til studentereksamen"
2013-12-17,"Lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v."
2013-12-26,"Lov om ændring af lov om folkeskolen"
2013-12-26,"Lov om ændring af lov om folkeskolen og forskellige andre love"
2014-01-14,"Bekendtgørelse om valg af forældrerepræsentanter til skolebestyrelser i folkeskolen og om vederlag til forældre- og elevrepræsentanter i skolebestyrelser i folkeskolen"
2014-02-14,"Bekendtgørelse om ændring af bekendtgørelse om optagelse på de gymnasiale uddannelser"
2014-04-28,"Lov om ændring af lov om folkeskolen og forskellige andre love"
2014-05-08,"Bekendtgørelse om pædagogikum i de gymnasiale uddannelser"
2014-06-20,"Bekendtgørelse af lov om folkeskolen"
2014-06-20,"Bekendtgørelse om befordring af elever i folkeskolen"
2014-06-20,"Bekendtgørelse om folkeskolens modersmålsundervisning"
2014-06-20,"Bekendtgørelse om folkeskolens pædagogiske læringscentre"
2014-06-20,"Bekendtgørelse om folkeskolens specialundervisning og anden specialpædagogisk bistand"
2014-06-20,"Bekendtgørelse om folkeskolens undervisning i dansk som andetsprog"
2014-06-20,"Bekendtgørelse om folkeskolens undervisning i tegnsprog"
2014-06-20,"Bekendtgørelse om procedureregler ved en elevs fritagelse for kristendomskundskab i folkeskolen"
2014-06-20,"Bekendtgørelse om projektopgaven i folkeskolens 9. klasse"
2014-06-23,"Bekendtgørelse om elevers fravær fra undervisningen i folkeskolen"
2014-06-23,"Bekendtgørelse om elevråd i folkeskolen"
2014-06-23,"Bekendtgørelse om elevråd i ungdomsskolen"
2014-06-23,"Bekendtgørelse om folkeskolens prøveterminer og prøvedatoer i skoleårene 2014/2015, 2015/2016 og 2016/2017"
2014-06-23,"Bekendtgørelse om fremme af god orden i folkeskolen"
2014-06-23,"Bekendtgørelse om krav til digitale elevplaner i folkeskolen"
2014-06-23,"Bekendtgørelse om krav til indholdet af mål- og indholdsbeskrivelser for folkeskolens skolefritidsordninger"
2014-06-23,"Bekendtgørelse om kvalitetsrapporter i folkeskolen"
2014-06-23,"Bekendtgørelse om proceduren ved nedlæggelse af en folkeskole"
2014-06-23,"Bekendtgørelse om specialundervisning og anden specialpædagogisk bistand efter folkeskoleloven i dagbehandlingstilbud og anbringelsessteder"
2014-06-23,"Bekendtgørelse om sygeundervisning af elever i folkeskolen og frie grundskoler"
2014-06-23,"Bekendtgørelse om tilsynet med folkeskolens elever i skoletiden"
2014-06-26,"Bekendtgørelse om ændring af valgfagsbekendtgørelsen"
2014-07-01,"Bekendtgørelse om formål, kompetencemål og færdigheds- og vidensmål for folkeskolens fag og emner (Fælles Mål)"
2014-07-01,"Bekendtgørelse om formål, kompetencemål og færdigheds- og vidensmål i børnehaveklassen (Fælles Mål)"
2014-08-13,"Bekendtgørelse af lov om friskoler og private grundskoler m.v.  (Friskoleloven)"
2014-08-13,"Bekendtgørelse om uddannelsen til professionsbachelor som pædagog"
2014-08-26,"Vejledning om optagelsessamtaler på læreruddannelsen"
2014-09-15,"Bekendtgørelse om folkeskolens prøver"
2014-09-15,"Bekendtgørelse om folkeskolens specialpædagogiske bistand til børn, der endnu ikke har påbegyndt skolegangen"
2014-09-15,"Bekendtgørelse om hvilken kommune udgiften til folkeskolens undervisning m.v. endeligt påhviler"
2014-11-27,"Bekendtgørelse om overenskomst mellem en kommunalbestyrelse og en institution, der udbyder erhvervsuddannelse, om varetagelse af 10. klasseundervisning samt om 10. -klasseforløbene eud10 og kombineret 10. klasse med 1. del af erhvervsuddannelsernes grun"
2015-01-16,"Bekendtgørelse om ændring af bekendtgørelse om anvendelse af test i folkeskolen m.v."
2015-02-06,"Bekendtgørelse om optagelse på de gymnasiale uddannelser  (Optagelsesbekendtgørelsen)"
2015-02-12,"Skrivelse om revision af den gymnasiale optagelsesbekendtgørelse"
2015-02-23,"Bekendtgørelse om ændring af bekendtgørelse om pædagogikum i de gymnasiale uddannelser (Specifik undervisningskompetence i visse gymnasiale fag i eux-forløb)"
2015-03-24,"Bekendtgørelse om den pædagogiske assistentuddannelse"
2015-03-27,"Bekendtgørelse om ændring af bekendtgørelse om folkeskolens prøver"
2015-04-13,"Bekendtgørelse om obligatorisk selvvalgt opgave i folkeskolens 10. klasse"
2015-05-01,"Bekendtgørelse om uddannelsen til professionsbachelor som lærer i folkeskolen"
2015-05-18,"Bekendtgørelse om formål, kompetencemål og færdigheds- og vidensmål for folkeskolens fag og emner (Fælles Mål)"
2015-06-01,"Lov om ændring af lov om folkeskolen (Indførelse af fælles prøve i fysik/kemi, biologi og geografi, ændring af bedømmelsesordning ved folkeskolens skriftlige prøver m.v.)"
2015-06-04,"Bekendtgørelse af lov om private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser)"
2015-06-09,"Bekendtgørelse af lov om uddannelsen til højere forberedelseseksamen (hf-loven)"
2015-06-09,"Bekendtgørelse af lov om uddannelsen til studentereksamen (stx) (gymnasieloven)"
2015-06-10,"Bekendtgørelse af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v."
2015-07-02,"Bekendtgørelse af lov om friskoler og private grundskoler m.v."
2015-07-02,"Bekendtgørelse om ændring af bekendtgørelse om uddannelsen til professionsbachelor som pædagog"
2015-08-28,"Vejledning om optagelsessamtaler på uddannelsen til professionsbachelor som lærer i folkeskolen"
2015-09-08,"Bekendtgørelse om uddannelsen til professionsbachelor som lærer i folkeskolen"
2015-12-10,"Bekendtgørelse om prøver for lærere, der er dimitteret fra Den Frie Lærerskole i Ollerup (Ollerupprøven)"
2016-02-04,"Bekendtgørelse om optagelse på de gymnasiale uddannelser  (Optagelsesbekendtgørelsen)"
2016-05-11,"Lov om ændring af universitetsloven, lov om erhvervsakademiuddannelser og professionsbacheloruddannelser, lov om videregående kunstneriske uddannelsesinstitutioner, lov om maritime uddannelser og lov om videregående kunstneriske uddannelsesinstitutione"
2016-06-20,"Bekendtgørelse af lov om folkeskolen  (Folkeskoleloven)"
2016-06-21,"Bekendtgørelse af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v."
2016-06-29,"Bekendtgørelse af lov om private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser)"
2016-06-29,"Bekendtgørelse om folkeskolens undervisning i dansk som andetsprog"
2016-08-25,"Bekendtgørelse om folkeskolens prøver  (Prøvebekendtgørelsen)"
2016-11-23,"Bekendtgørelse om regnskab for efterskoler, frie fagskoler, frie grundskoler, private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser) m.v., kombinerede skoler og produktionsskoler"
2016-12-27,"Lov om de gymnasiale uddannelser"
2016-12-27,"Lov om ændring af lov om adgangsregulering ved videregående uddannelser (Begrænsning af dobbeltuddannelse)"
2016-12-27,"Lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v., lov om institutioner for erhvervsrettet uddannelse og forskellige andre love"
2017-01-03,"Bekendtgørelse om valg og certificering af tilsynsførende ved frie grundskoler m.v."
2017-02-03,"Bekendtgørelse af lov om kommunale særlige tilbud om grundskoleundervisning til visse udenlandske børn og unge"
2017-02-08,"Bekendtgørelse af lov om kommunale internationale grundskoler"
2017-02-08,"Bekendtgørelse om folkeskolens prøveterminer og prøvedatoer i skoleårene 2016/2017 og 2017/2018"
2017-02-27,"Lov om ændring af lov om folkeskolen og lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v. (Opfølgning på folkeskolereformen m.v.)"
2017-04-04,"Lov om ændring af lov om elevers og studerendes undervisningsmiljø og lov om folkeskolen"
2017-04-04,"Lov om ændring af lov om elevers og studerendes undervisningsmiljø og lov om folkeskolen"
2017-04-05,"Bekendtgørelse af lov om elevers og studerendes undervisningsmiljø"
2017-04-07,"Bekendtgørelse om uddannelsen til professionsbachelor som pædagog"
2017-05-18,"Bekendtgørelse om de gymnasiale uddannelser"
2017-06-01,"Bekendtgørelse om krav til studieadministrative it-systemer for almene voksenuddannelser, erhvervsuddannelser, de gymnasiale uddannelser m.fl."
2017-06-08,"Lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v. og lov om institutioner for erhvervsrettet uddannelse (Indførelse af investeringsrammer på selvejeområdet)"
2017-06-14,"Bekendtgørelse om obligatoriske test i folkeskolen"
2017-06-21,"Bekendtgørelse af lov om friskoler og private grundskoler m.v."
2017-06-21,"Bekendtgørelse af lov om pædagogikum i de gymnasiale uddannelser"
2017-07-03,"Bekendtgørelse af lov om almen voksenuddannelse og om anerkendelse af realkompetence i forhold til fag i almen voksenuddannelse, i uddannelsen til hf-eksamen og i uddannelsen til almen studentereksamen (avu-loven)"
2017-07-03,"Bekendtgørelse af lov om erhvervsfaglig studentereksamen i forbindelse med erhvervsuddannelse (eux) m.v."
2017-07-03,"Bekendtgørelse af lov om private institutioner for gymnasiale uddannelser"
2017-07-06,"Bekendtgørelse om revision og tilskudskontrol m.m. ved efterskoler og frie fagskoler, frie grundskoler, private gymnasieskoler, studenterkurser og kurser til højere forberedelseseksamen (hf-kurser) m.v. og produktionsskoler"
2017-07-06,"Bekendtgørelse om revision og tilskudskontrol m.m. ved institutioner for erhvervsrettet uddannelse, almengymnasiale uddannelser og almen voksenuddannelse m.v."
2017-08-23,"Bekendtgørelse af lov om folkeskolen"
2017-09-11,"Bekendtgørelse om deltagerbetaling ved almen voksenuddannelse og gymnasiale enkeltfag"
2017-09-11,"Bekendtgørelse om tilskud til gymnasial undervisning til internationale eksaminer i udlandet"
2017-09-13,"Bekendtgørelse om studie- og ordensregler m.v. i de gymnasiale uddannelser"
2017-09-14,"Bekendtgørelse om valg af forældrerepræsentanter til skolebestyrelser i folkeskolen og om vederlag til forældre- og elevrepræsentanter i skolebestyrelser i folkeskolen"
2017-09-27,"Bekendtgørelse om fribefordring af skoleelever m.fl."
2017-10-23,"Bekendtgørelse af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v."
2017-11-08,"Bekendtgørelse om pulje til løft af fagligt svage elever i folkeskolen"
2017-11-27,"Bekendtgørelse om visse regler om prøver og eksamen i de gymnasiale uddannelser"
2017-12-12,"Lov om ændring af lov om folkeskolen, lov om friskoler og private grundskoler m.v. og lov om efterskoler og frie fagskoler"
2017-12-14,"Bekendtgørelse af lov om folkeskolen"
2017-12-19,"Bekendtgørelse om en vis adgang til fordeling ud fra lokale forhold af elever til almene gymnasiale uddannelser"
2017-12-19,"Bekendtgørelse om valg og certificering af tilsynsførende ved frie grundskoler m.v."
2018-01-04,"Bekendtgørelse om ændring af bekendtgørelse om deltagerbetaling ved almen voksenuddannelse og gymnasiale enkeltfag"
2018-01-12,"Bekendtgørelse af lov om friskoler og private grundskoler m.v."
2018-01-18,"Bekendtgørelse om folkeskolens prøver"
2018-02-08,"Bekendtgørelse af lov om efterskoler og frie fagskoler"
2018-02-21,"Bekendtgørelse om pulje til løft af fagligt svage elever i folkeskolen"
2018-02-26,"Bekendtgørelse om gennemførelse i skoleåret 2017-18 af måling af elevernes trivsel i folkeskolen"
2018-02-26,"Bekendtgørelse om ændring af bekendtgørelse om måling af elevernes trivsel i folkeskolen"
2018-02-28,"Lov om ændring af lov om erhvervsfaglig studentereksamen i forbindelse med erhvervsuddannelse (eux) m.v."
2018-03-05,"Bekendtgørelse om formål, kompetencemål, færdigheds- og vidensområder og opmærksomhedspunkter for folkeskolens fag og emner (Fælles Mål)"
2018-03-05,"Bekendtgørelse om formål, kompetencemål, færdigheds- og vidensområder og opmærksomhedspunkter i børnehaveklassen (Fælles Mål)"
2018-03-06,"Lov om ændring af lov om friskoler og private grundskoler m.v."
2018-03-19,"Bekendtgørelse om adgangen til at medbringe og anvende udstyr, herunder digitale hjælpemidler, under prøver i de gymnasiale uddannelser"
2018-03-23,"Bekendtgørelse af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v."
2018-04-26,"Retningslinjer for universitetsuddannelser rettet mod undervisning i de gymnasiale uddannelser samt undervisning i gymnasiale fag i eux-forløb"
2018-05-01,"Bekendtgørelse om særlige gymnasiale fag m.v. til brug for eux-forløb"
2018-05-02,"Lov om ændring af lov om friskoler og private grundskoler m.v. og lov om folkeskolen"
2018-05-30,"Bekendtgørelse om krav til studieadministrative it-systemer for almene voksenuddannelser, erhvervsuddannelser, arbejdsmarkedsuddannelser, de gymnasiale uddannelser m.fl."
2018-06-12,"Bekendtgørelse om tilskud m.v. til private institutioner for gymnasiale uddannelser"
